39.000000000575405,-1000,-1000,-1000,0.0,-1000,-799.96,-799.88192,0.0,-639.5462629969428,-799.9024,-1000,-639.711094272,-799.5931783259501,-1000,-327.0365582303232
0,2.4818569828890054,-1000,-1000,0,0.0,-1000,-1000,0,0,-1000,-1000,0,-1000,-1000,-1000
0,0,0,0,0,0,0,-20.0,0,0,0,0,-1000,-1000,-1000,-1000
0,0,-1000,-1000,0,0,-800.0,-1000,0.0,39.000000006172435,-1000,-1000,0,-800.0,-800.0,-1000
0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,38.00000005476939,0,-1000,-1000,-1000,-800.0
0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,-1000,-1000,-1000,-1000
0,0,-1000,-1000,0,0,-1000,-1000,0,-20.0,-1000,-1000,-1000,-1000,-1000,-1000
0.0,0,0,0,0,0.0,0.0,0.0,0,0,3.839744220257269,0.0,-1000,-1000,-1000,-1000
0.0,0,0,0,0,0,0,0,0,0,0,0,-1000,-1000,-1000,-1000
0,0,-1000,-1000,0,-20.0,-1000,-1000,0,0,-1000,-1000,-1000,-1000,-1000,-1000
0,0,-1000,-1000,0,0,-1000,-1000,0,0.0,-1000,-1000,0,-1000,-1000,-1000
0,0,0,0,0,-20.0,0,0,0,-20.0,0,0,-1000,-1000,-1000,-1000
0.0,0.0,0.0,0,0,0,37.00000040627098,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-800.0,-800.0
0,0,-1000,-1000,0,0,-1000,-1000,0.2,0.0,-1000,-1000,-1000,-1000,-1000,-1000
0,0,0,0,0,0,0,0,-20.0,0,0,0,-1000,-1000,-1000,-1000
0.0,0.0,-1000,-1000,0.0,0,-1000,-1000,0,-20.0,-1000,-1000,-1000,-1000,-1000,-1000
0,0,-1000,-1000,0,0,-1000,-1000,-20.0,0.0,-1000,-1000,-1000,-1000,-1000,-1000
0,0,-1000,-1000,0,0,-1000,-1000,0,0,-1000,-1000,-1000,-1000,-1000,-1000
0,0,-1000,-1000,0,0.0,-1000,-1000,0,0.0,-1000,-1000,-1000,-1000,-1000,-1000
0,0,0,0,0,0,0,-20.0,0,0,0,0,-1000,-1000,-1000,-1000
37.00000253658683,0.0,-1000,-799.928,0,0,-800.0,-1000,0,0.0,-799.96,-1000,-639.9024,-800.0,-800.0,-800.0
0,-20.0,0,0,0,0,0,0,0,0,0,0.0,-1000,-1000,-1000,-1000
0,-1000,-1000,-1000,-20.0,-1000,-1000,-1000,-20.0,-1000,-1000,-1000,-1000,-1000,-1000,-1000
0.0,0,0,0,0,0.0,0,0,0,0,0.0,36.000013393589086,-1000,-1000,-1000,-1000
36.0000600581212,-1000,-799.848,-798.840187392,0,-800.0,-799.340096,-1000,0,-798.99537664,-1000,-638.7794048,-799.96,-1000,-1000,-799.6944
35.000216391356545,0.04000000000000001,-800.0,-512.0,0.0,0.0,-1000,-1000,0.0,0.0,-640.0,-800.0,-1000,-1000,-640.0,-800.0
0.0,-20.0,-20.0,0,-20.0,0,-20.0,0,-20.0,-20.0,-20.0,-20.0,-1000,-1000,-1000,-1000
0.0,0.0,-1000,-1000,0,0.0,-1000,-1000,0,0.0,-1000,-1000,-1000,-1000,-1000,-1000
0,0,0,0,0,0,-20.0,0,0,0,0,0,-1000,-1000,-1000,-1000
0,0,0,0,0,0,0,0,0,0,0,0,-1000,-1000,-1000,-1000
0,0,0,0,0,0,0,0,-20.0,0,0,0,-1000,-1000,-1000,-1000
0.0,0,0,0,0,0,0,0,0,0,0,0,-1000,-1000,-1000,-1000
0,-1000,-1000,-1000,0,-1000,-1000,-1000,-20.0,-1000,-1000,-1000,-1000,-1000,-1000,-1000
0,0,0,0,0,0,0,0,0,0,-20.0,0,-1000,-1000,-1000,-1000
0,0,0,0,0,0,0,0,0,0,0,0,-1000,-1000,-1000,-1000
0,0,0,0,0,0,0,0,0,0,0,0.0,-1000,-1000,-1000,-1000
0,-1000,-1000,-1000,-20.0,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000
0,0,0,0,0,0.0,0,0,0,0,0,0,-1000,-1000,-1000,-1000
-20.0,-1000,-1000,-1000,0,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000
0,0,0,0,0,0,0,0,-20.0,0,0,0,-1000,-1000,-1000,-1000
0,0,0,0,-20.0,0,0,0,0,0,0,0,-1000,-1000,-1000,-1000
0.0,-1000,-1000,-1000,0,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000
-20.0,-20.0,-1000,-1000,0,0,-1000,-1000,0,0,-1000,-1000,-1000,-1000,-1000,-1000
0,-1000,-1000,-1000,-20.0,-1000,-1000,-1000,0,-1000,-1000,-1000,-1000,-1000,-1000,-1000
0,0,-20.0,-20.0,-20.0,-20.0,0,0.0,0.0,0.0,0.0,0,-1000,-1000,-1000,-1000
0,0,-1000,-1000,-20.0,0,-1000,-1000,0,0,-1000,-1000,0,-1000,-1000,-1000
0,-20.0,-20.0,0,0,0,0,0,0.0,0.36000000000000004,0,0,-1000,-1000,-1000,-1000
-20.0,0,-1000,-1000,-20.0,0,-1000,-1000,-20.0,0,-1000,-1000,0,-1000,-1000,-1000
0.0,0.0,0,0.0,0,-20.0,0,-20.0,-20.0,0,0,0,-1000,-1000,-1000,-1000
0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-20.0,-20.0,-20.0,-1000,-1000,-1000,-1000
0,-20.0,-1000,-1000,0,0,-1000,-1000,-20.0,0,-1000,-1000,0,-1000,-1000,-1000
0,0,0,0,0,0,0,0,0,0,0,0,-1000,-1000,-1000,-1000
0,0,-1000,-1000,0,0,-1000,-1000,-20.0,0,-1000,-1000,0,-1000,-1000,-1000
0,-12.999998634316839,-12.999999999999995,0,0,0,0,-13.0,0,0.2,35.000616608362265,0.0,-1000,-1000,-1000,-1000
34.00161938548001,0,-1000,-812.0,-20.0,0.0,-804.0,-808.0,-8.0,-4.0,-1000,-516.0,-4.0,-804.0,-1000,-808.0
-13.199969771991528,-627.76,-1000,-793.2,-29.200000000000006,-1000,-793.2,-793.1999997085321,34.004194097904865,-793.1981267617721,-793.1998916831915,-1000,-1000,-1000,-793.1999999988662,-1000
0,-20.0,-1000,-1000,0,-20.0,-1000,-1000,0,0,-1000,-1000,0,-1000,-1000,-1000
0.0,0,0,0,0,0,0,0,0,0,0,0,-1000,-1000,-1000,-1000
0,0,-1000,-1000,0,0,-1000,-1000,0.0,0,-1000,-1000,-1000,-1000,-1000,-1000
0,0,0,0,0,0,-20.0,0,0,0,0,0,-1000,-1000,-1000,-1000
